factory_name,factory_type,factory_priority,management_employees,number_of_machines,production_capacity_yearly_in_dozen,principal_exportable_products,factory_location,factiry_location_in_city,factory_location_in_town,year_of_establishment,products_list,production_capacity_yearly_pieces,capacity_category,factory_age,employees_per_machine,productivity_pieces_per_machine,num_products,produces_t-shirt,produces_shirt,produces_pants,produces_jacket,produces_polo_shirt,produces_sweater
A.S.T Garments Ltd.,Woven,1.0,300.0,245,14000.0,"Shirt ,Pant ,Jacket ,T-Shirt","Shahalam Bhaban (3Rd Floor), Painadi Notun Mohalla, Chittagong Road, Siddirgonj, Narayangonj, Narayangonj",Narayangonj,Narayangonj,2021,"['Shirt', 'Pant', 'Jacket', 'T-Shirt']",168000.0,Large,4,1.2244897959183674,685.7142857142857,4,1,1,0,1,0,0
A.T.S. Apparels Ltd.,Knit,5.0,1200.0,600,320000.0,"Shirts ,Pants ,Payjama ,Shorts","414, Kochakuri, Talirchala, Mouchak, Gazipur, Kaliakoir",Gazipur,Kaliakoir,2005,"['Shirts', 'Pants', 'Payjama', 'Shorts']",3840000.0,Very Large,20,2.0,6400.0,4,0,0,1,0,0,0
A.Z. Stitch Ltd.,Sweater,5.0,400.0,240,34000.0,Sweaters,"Gabindapur, Ujampur, Uttar Khan, Dhaka, Uttara",Dhaka,Uttara,2009,['Sweaters'],408000.0,Large,16,1.6666666666666667,1700.0,1,0,0,0,0,0,0
A4B Wears Ltd.,Knit,5.0,175.0,235,850000.0,"Denim Shorts ,Denim Jackets ,T-Shirts","123, Dewanhat, Chittagong, Double Mooring",Chittagong,Double Mooring,2006,"['Denim Shorts', 'Denim Jackets', 'T-Shirts']",10200000.0,Very Large,19,0.7446808510638298,43404.255319148935,3,0,0,0,0,0,0
AA & S International Ltd.,Sweater,1.0,430.0,180,156000.0,Sweater,"Plot # 81-82, Building # A, Satarkul Road, North Badda, Dhaka, Dhaka",Dhaka,Dhaka,2022,['Sweater'],1872000.0,Very Large,3,2.388888888888889,10400.0,1,0,0,0,0,0,1
AA Knit Fashion,Knit,1.0,1.0,100,350000.0,"T-Shirt ,Polo Shirt ,Jacket ,Pyjama","Mouchak, Kaliakair, Gazipur, Gazipur, Gazipur",Gazipur,Gazipur,2022,"['T-Shirt', 'Polo Shirt', 'Jacket', 'Pyjama']",4200000.0,Very Large,3,0.01,42000.0,4,1,0,0,1,1,0
Aanytex Limited,Knit,5.0,200.0,84,10000.0,"T-Shirts ,Polo Shirts","Ch Plot # 1260, Harirampur, Turag, Dhaka, Dhaka",Dhaka,Dhaka,2010,"['T-Shirts', 'Polo Shirts']",120000.0,Large,15,2.380952380952381,1428.5714285714287,2,0,0,0,0,0,0
AB Apparels Ltd.,Woven,5.0,2400.0,1400,1625000.0,"Shirts ,Pants","225, Singair Road, Hemayetpur, Dhaka, Savar",Dhaka,Savar,2015,"['Shirts', 'Pants']",19500000.0,Very Large,10,1.7142857142857142,13928.57142857143,2,0,0,1,0,0,0
AB Fashion Maker,Woven,5.0,190.0,100,8000.0,"Shirts ,Pants","Digirchala,, Chandana Chowrasta, Gazipur, Chandana",Gazipur,Chandana,2014,"['Shirts', 'Pants']",96000.0,Medium,11,1.9,960.0,2,0,0,1,0,0,0
AB Mart Fashionwear Ltd.,Knit,5.0,1050.0,505,16666.0,"Jackets ,T-Shirts ,Polo Shirts","786, Kakil Satiash Borodawra, 13/3, Purbapara, Mudafa, Tongi, Gazipur, Gazipur",Gazipur,Gazipur,2007,"['Jackets', 'T-Shirts', 'Polo Shirts']",199992.0,Large,18,2.0792079207920793,396.02376237623764,3,0,0,0,0,0,0
ABA Fashions Ltd.,Woven,5.0,1150.0,520,200000.0,"Sports & Casual Wear ,Trousers ,Shorts ,Jackets","Sena Kalyan Comm. Complex (6Th Floor), Plot # 9, Block-F, Gazipur, Tongi",Gazipur,Tongi,1999,"['Sports  Casual Wear', 'Trousers', 'Shorts', 'Jackets']",2400000.0,Very Large,26,2.2115384615384617,4615.384615384615,4,0,0,0,0,0,0
ABA Garments Ltd.,Woven,5.0,1050.0,396,210000.0,"Jackets ,Trousers ,Shorts ,Vests","Sena Kalyan Comm. Complex (6Th & 8Th Floor), Plot # 9, Block-F, Gazipur, Tongi",Gazipur,Tongi,1993,"['Jackets', 'Trousers', 'Shorts', 'Vests']",2520000.0,Very Large,32,2.6515151515151514,6363.636363636364,4,0,0,0,0,0,0
Ababil Knit Composite Ltd.,Knit,5.0,350.0,112,260000.0,"T-Shirts ,Polo Shirts","A/6, Bscic, Shasongaon, Narayanganj, Fatullah",Narayanganj,Fatullah,2014,"['T-Shirts', 'Polo Shirts']",3120000.0,Very Large,11,3.125,27857.14285714286,2,0,0,0,0,0,0
Abanti Colour Tex. Ltd.,Knit,5.0,1084.0,650,900000.0,"T-Shirts ,Polo Shirts","Plot # S.A.-646, Shashangaon, Narayanganj, Fatullah",Narayanganj,Fatullah,2004,"['T-Shirts', 'Polo Shirts']",10800000.0,Very Large,21,1.6676923076923076,16615.384615384617,2,0,0,0,0,0,0
ABC Garments Ltd,Woven,5.0,600.0,300,340000.0,"Jackets ,Shorts ,Trousers ,Windbreakers","26, Mirpur Road, Dhaka, Mirpur Road",Dhaka,Mirpur Road,1984,"['Jackets', 'Shorts', 'Trousers', 'Windbreakers']",4080000.0,Very Large,41,2.0,13600.0,4,0,0,0,0,0,0
ABC Knit Dyeing & Finishing Mills Ltd.,Knit,5.0,861.0,485,385000.0,"T-Shirts ,Polo Shirts ,Tank Top","Plot # 1, 3 & 5, Road # 14/A, Kadamtoli, Dhaka, Shampur",Dhaka,Shampur,2008,"['T-Shirts', 'Polo Shirts', 'Tank Top']",4620000.0,Very Large,17,1.7752577319587628,9525.773195876289,3,0,0,0,0,0,0
Abedin Garments Ltd.,Woven,5.0,1900.0,1425,316667.0,"Shirts ,Babies Trousers ,Girls Dress ,Dresses","228/A, Tejgaon, Industrial Area, Dhaka, B. Baria",Dhaka,B. Baria,1985,"['Shirts', 'Babies Trousers', 'Girls Dress', 'Dresses']",3800004.0,Very Large,40,1.3333333333333333,2666.6694736842105,4,0,0,0,0,0,0
ABG Sweaters Ltd.,Sweater,5.0,310.0,300,35000.0,Sweaters,"Teknogopara, Chanda Chourasta, Gazipur, Gazipur Sadar",Gazipur,Gazipur Sadar,2008,['Sweaters'],420000.0,Large,17,1.0333333333333334,1400.0,1,0,0,0,0,0,0
Abir Fashions,Knit,1.0,30.0,893,83340.0,"T-Shirts ,Polo Shirts ,Tank Tops ,Jacket","Plot # 44, Road # 2, Kutubail, (Post Office Road), Fatullah, Narayanganj, Narayanganj, Narayangonj",Narayanganj,Narayangonj,2001,"['T-Shirts', 'Polo Shirts', 'Tank Tops', 'Jacket']",1000080.0,Very Large,24,0.0335946248600224,1119.9104143337065,4,0,0,0,1,0,0
Abloom Design Ltd.,Knit,5.0,550.0,227,500000.0,"T-Shirts ,Polo Shirts","37, South Sastapur, Narayanganj, Fatullah",Narayanganj,Fatullah,2014,"['T-Shirts', 'Polo Shirts']",6000000.0,Very Large,11,2.4229074889867843,26431.718061674008,2,0,0,0,0,0,0
Ably Garments Ltd.,Knit,5.0,326.0,150,60000.0,"Jackets ,Dresses ,Pants ,Tops","Jbc Shopping Centre (4Th Floor), 22-23, Station Road, Chittagong","Jbc Shopping Centre (4Th Floor), 22-23, Station Road",Chittagong,1992,"['Jackets', 'Dresses', 'Pants', 'Tops']",720000.0,Large,33,2.1733333333333333,4800.0,4,0,0,1,0,0,0
Aboni Fashions Ltd.,Woven,5.0,489.0,175,60000.0,"Shirts ,Blouses","Plot # 23-24, Tetuljhora, Hemayetpur, Dhaka, Savar",Dhaka,Savar,2000,"['Shirts', 'Blouses']",720000.0,Large,25,2.7942857142857145,4114.285714285715,2,0,0,0,0,0,0
Aboni Knit Wear Ltd.,Knit,5.0,0.0,69,0.0,Unknown,"160-171, Tetulgora, Hemayetpur, Dhaka, Savar",Dhaka,Savar,2001,[],0.0,,24,0.0,0.0,0,0,0,0,0,0,0
Absolute Quality Wear Limited,Woven,5.0,0.0,258,150000.0,"Outerwear ,Jackets and Uniform","M-15 & M-18, Section # 14, Dhaka, B. Baria",Dhaka,B. Baria,1997,"['Outerwear', 'Jackets and Uniform']",1800000.0,Very Large,28,0.0,6976.7441860465115,2,0,0,0,0,0,0
ABSS High-Tech Sweater Ltd.,Sweater,5.0,1040.0,550,200000.0,Sweaters,"Kalemeshar, Bord Bazar, Gazipur, National University",Gazipur,National University,2012,['Sweaters'],2400000.0,Very Large,13,1.8909090909090909,4363.636363636364,1,0,0,0,0,0,0
Achieve Fashion Ltd.,Woven,5.0,700.0,450,150000.0,"Shirts ,Pants","House # 39, Lane # 1, Yeasuddin Road, Noyapara, Dhaka, Dakkhin Khan",Dhaka,Dakkhin Khan,2016,"['Shirts', 'Pants']",1800000.0,Very Large,9,1.5555555555555556,4000.0,2,0,0,1,0,0,0
ACME Apparels (Pvt) Ltd.,Knit,5.0,200.0,100,120000.0,"T-Shirts ,Boxer Shorts ,Bikini Briefs","Cepz Lane, Omarshah Para, South Middle Halishahar, Chittagong, Bandar",Chittagong,Bandar,1995,"['T-Shirts', 'Boxer Shorts', 'Bikini Briefs']",1440000.0,Very Large,30,2.0,14400.0,3,0,0,0,0,0,0
Active Composite Mills Ltd.,Knit,5.0,690.0,244,300000.0,"T-Shirts ,Polo Shirts ,Kids Items","Dewan Idris Road, Zirabo, Ashulia, Dhaka, Savar",Dhaka,Savar,2002,"['T-Shirts', 'Polo Shirts', 'Kids Items']",3600000.0,Very Large,23,2.8278688524590163,14754.098360655738,3,0,0,0,0,0,0
Active Stitch Ltd.,Knit,5.0,265.0,189,200000.0,"Jersey ,Pants ,T-Shirts ,Polo Shirts","25-26, Posgola I/A, Dastagir Market-2, Dhaka, Postagola",Dhaka,Postagola,2010,"['Jersey', 'Pants', 'T-Shirts', 'Polo Shirts']",2400000.0,Very Large,15,1.402116402116402,12698.412698412698,4,0,0,1,0,0,0
Actor Sporting Limited,Woven,5.0,0.0,0,0.0,Caps,"Sfb-1 (2Nd Floor), Depz, Ganokbari, Dhaka, Savar",Dhaka,Savar,1995,['Caps'],0.0,,30,0.0,0.0,1,0,0,0,0,0,0
Adams Apparels Ltd.,Woven,5.0,450.0,320,150000.0,"Basic Denim ,Cargo Shorts ,Overalls ,Jackets","Etda Bhaban, Plot # I/15-18, Lane-6, Block-D, Shahid Bag, Section-12, Dhaka, Mirpur",Dhaka,Mirpur,2007,"['Basic Denim', 'Cargo Shorts', 'Overalls', 'Jackets']",1800000.0,Very Large,18,1.40625,5625.0,4,0,0,0,0,0,0
Adhunik Poshak Shilpa Ltd.,Woven,5.0,1868.0,150,45000.0,"Shirts ,Jackets ,Pants ,Shorts","Civil Engineers Towers, Industrial Plot # 1, Block - E, Avenue # 1, Section # 11, Dhaka, Mirpur",Dhaka,Mirpur,1994,"['Shirts', 'Jackets', 'Pants', 'Shorts']",540000.0,Large,31,12.453333333333333,3600.0,4,0,0,1,0,0,0
Adila Apparels,Woven,5.0,0.0,153,420000.0,"T-Shirts ,Underwears ,Panties ,Bra","Eshak Shopping Complex (1St Fl), 212, Baizid Bostami, Chittagong, Chittagong",Chittagong,Chittagong,2008,"['T-Shirts', 'Underwears', 'Panties', 'Bra']",5040000.0,Very Large,17,0.0,32941.17647058824,4,0,0,0,0,0,0
Aditi Apparels Ltd.,Woven,5.0,313.0,160,80000.0,"Padding Jackets ,Children Wears ,Long Pants","26/A/B, 2Nd Colony, Section # 1, Dhaka, Mirpur",Dhaka,Mirpur,1992,"['Padding Jackets', 'Children Wears', 'Long Pants']",960000.0,Large,33,1.95625,6000.0,3,0,0,0,0,0,0
Aditto Fashion Ltd.,Knit,5.0,186.0,126,998410.0,"Shirts ,Pants ,T-Shirts ,Polo Shirts","228/7, Dighirchala, Gazipur, Chandana",Gazipur,Chandana,2014,"['Shirts', 'Pants', 'T-Shirts', 'Polo Shirts']",11980920.0,Very Large,11,1.4761904761904763,95086.66666666667,4,0,0,1,0,0,0
Adorn Fashions Ltd.,Sweater,5.0,450.0,350,50000.0,Sweaters,"228/7, Dighi Chala, Chandona Chowrasta, Gazipur, Chandana",Gazipur,Chandana,2010,['Sweaters'],600000.0,Large,15,1.2857142857142858,1714.2857142857142,1,0,0,0,0,0,0
Adorn Knitwear Ltd.,Knit,5.0,433.0,255,150000.0,"T-Shirts ,Polo Shirts ,Tank Tops","42, Chowrangi Super Market (4Th Fl), Savar Bazar, Dhaka, Savar",Dhaka,Savar,2007,"['T-Shirts', 'Polo Shirts', 'Tank Tops']",1800000.0,Very Large,18,1.6980392156862745,7058.823529411765,3,0,0,0,0,0,0
Adury Apparels Ltd.,Knit,5.0,2600.0,1000,1466000.0,"T-Shirts ,Polo Shirts ,Tank Top","Karardi, Narsingdi, Shibpur",Narsingdi,Shibpur,2006,"['T-Shirts', 'Polo Shirts', 'Tank Top']",17592000.0,Very Large,19,2.6,17592.0,3,0,0,0,0,0,0
Advance Attire Ltd.,Woven,5.0,650.0,0,375000.0,"Shirts ,Bottoms ,Pant ,Jacket","25/2, Shah Ali Bagh (4Th & 5Th Floor), Mirpur-1, Dhaka, Dhaka",Dhaka,Dhaka,2007,"['Shirts', 'Bottoms', 'Pant', 'Jacket']",4500000.0,Very Large,18,0.0,0.0,4,0,0,0,1,0,0
Advance Design,Knit,5.0,550.0,150,130000.0,"Jackets ,Pants ,T-Shirts","5, Sujat Nagar (7Th & 8Th Fl), Section # 12, Pallabi, Dhaka, Mirpur",Dhaka,Mirpur,2011,"['Jackets', 'Pants', 'T-Shirts']",1560000.0,Very Large,14,3.6666666666666665,10400.0,3,0,0,1,0,0,0
Advance Sweater Industry Ltd.,Sweater,5.0,900.0,700,80000.0,Sweaters,"70/3, Chandana, Gazipur, Joydevpur",Gazipur,Joydevpur,2003,['Sweaters'],960000.0,Large,22,1.2857142857142858,1371.4285714285713,1,0,0,0,0,0,0
Advance World Ltd.,Knit,5.0,380.0,262,300000.0,"T-Shirts ,Polo Shirts ,Single Jersey","Shiachar, Lal Khan, Narayanganj, Fatullah",Narayanganj,Fatullah,2007,"['T-Shirts', 'Polo Shirts', 'Single Jersey']",3600000.0,Very Large,18,1.450381679389313,13740.458015267175,3,0,0,0,0,0,0
Adventure Garments Ltd.,Woven,1.0,0.0,0,0.0,Unknown,"Sarabo, Kashimpur, Gazipur, Gazipur, Gazipur",Gazipur,Gazipur,2021,[],0.0,,4,0.0,0.0,0,0,0,0,0,0,0
AFCO Abedin Garments Ltd.,Woven,5.0,350.0,186,80000.0,"Pants ,Trousers ,Overalls ,Shorts","House # 84, New Airport Road, Dhaka, Banani",Dhaka,Banani,1985,"['Pants', 'Trousers', 'Overalls', 'Shorts']",960000.0,Large,40,1.881720430107527,5161.290322580645,4,0,0,1,0,0,0
Affan Composite Ltd.,Woven,5.0,1250.0,729,260000.0,"Shirts ,Pants","Kashizuli, Vitipara, Bormi, Gazipur, Sreepur",Gazipur,Sreepur,2016,"['Shirts', 'Pants']",3120000.0,Very Large,9,1.7146776406035664,4279.835390946502,2,0,0,1,0,0,0
Afifa Apparels Ltd.,Woven,1.0,3.0,264,95000.0,"Shirt ,Pant ,Jacket ,T-Shirt","7, Sahid Kazi Nazrul Islam Sharak, Tikatuli, Hatkhola, Dhaka, Dhaka",Dhaka,Dhaka,2021,"['Shirt', 'Pant', 'Jacket', 'T-Shirt']",1140000.0,Very Large,4,0.011363636363636364,4318.181818181818,4,1,1,0,1,0,0
Afrah Dresses Ltd.,Woven,5.0,497.0,350,100000.0,"Jackets ,Pants ,Skirts","Cda Market, 75/B, Sagorica Complex, Chittagong, Pahartoli",Chittagong,Pahartoli,2005,"['Jackets', 'Pants', 'Skirts']",1200000.0,Very Large,20,1.42,3428.5714285714284,3,0,0,1,0,0,0
Aftab Garments Ltd.,Knit,5.0,0.0,0,650000.0,"T-Shirts ,Polo Shirts","Vannara, Mouchak, Gazipur, Kaliakoir",Gazipur,Kaliakoir,2009,"['T-Shirts', 'Polo Shirts']",7800000.0,Very Large,16,0.0,0.0,2,0,0,0,0,0,0
Aftabunnesa Garments Ltd.,Knit,5.0,419.0,297,1000000.0,"Shirts ,Pants ,T-Shirts ,Polo Shirts","Moghal Nagar Waskuruni Road, Dhaka, Jatrabari",Dhaka,Jatrabari,2010,"['Shirts', 'Pants', 'T-Shirts', 'Polo Shirts']",12000000.0,Very Large,15,1.4107744107744107,40404.0404040404,4,0,0,1,0,0,0
Aftabunnesa Textiles Ltd.,Woven,5.0,450.0,215,80000.0,"Shirts ,Pants ,Trousers","Moghal Nagar, Waskuruni Road, Dhaka, Demra",Dhaka,Demra,2009,"['Shirts', 'Pants', 'Trousers']",960000.0,Large,16,2.0930232558139537,4465.116279069767,3,0,0,1,0,0,0
AG's Apparels Ltd,Woven,5.0,450.0,176,104000.0,"Ladies Shirts ,Fashion Wears ,Infants Wears ,Uniforms","Sat Masjid Super Market (2Nd Floor), Plot # Gha, Block # D, Dhaka, Mohammadpur",Dhaka,Mohammadpur,1985,"['Ladies Shirts', 'Fashion Wears', 'Infants Wears', 'Uniforms']",1248000.0,Very Large,40,2.5568181818181817,7090.909090909091,4,0,0,0,0,0,0
Agami Apparels Ltd.,Woven,5.0,243.0,205,41600.0,"Shirts ,Jackets ,Pants","62, Kathgara, Bishmail, Zirabo Road, Ashulia, Dhaka, Savar",Dhaka,Savar,1993,"['Shirts', 'Jackets', 'Pants']",499200.0,Large,32,1.1853658536585365,2435.121951219512,3,0,0,1,0,0,0
Agami Fashions Limited,Woven,5.0,243.0,205,41600.0,"Shirts ,Jackets ,Pants","Holding # H-79/1, Chandra, Kaliakoir Pourashava, Gazipur, Kaliakoir",Gazipur,Kaliakoir,1997,"['Shirts', 'Jackets', 'Pants']",499200.0,Large,28,1.1853658536585365,2435.121951219512,3,0,0,1,0,0,0
Ahad Fashion Ltd.,Knit,5.0,300.0,145,200000.0,"Shirts ,Pants ,T-Shirts ,Polo Shirts","Remon Tower, Baipail, Natun Para, Ashulia, Dhaka, Savar",Dhaka,Savar,2011,"['Shirts', 'Pants', 'T-Shirts', 'Polo Shirts']",2400000.0,Very Large,14,2.0689655172413794,16551.724137931036,4,0,0,1,0,0,0
Ahmed Fashions,Knit,1.0,50.0,0,66670.0,"Tops ,T-shirts ,Jacket ,Polo Shirt","34/1, Darus Salam Road, Mirpur-1, Dhaka-1216, Dhaka, Dhaka",Dhaka,Dhaka,2001,"['Tops', 'T-shirts', 'Jacket', 'Polo Shirt']",800040.0,Large,24,0.0,0.0,4,0,0,0,1,1,0
Ahmed Socks Industries,Knit,1.0,140.0,120,494000.0,Unknown,"Nayanagar, Ward # 04, Nishatnagar, Turag, Dhaka, Dhaka",Dhaka,Dhaka,2019,[],5928000.0,Very Large,6,1.1666666666666667,49400.0,0,0,0,0,0,0,0
Ahsan Apparels Ltd.,Knit,5.0,850.0,325,650000.0,"Tank Top ,Sweat Shirt ,T-Shirts ,Polo Shirts","Siddhirganj Pool, Siddirgonj, Narayanganj, Narayangonj",Narayanganj,Narayangonj,2016,"['Tank Top', 'Sweat Shirt', 'T-Shirts', 'Polo Shirts']",7800000.0,Very Large,9,2.6153846153846154,24000.0,4,0,0,0,0,0,0
AIM Knit Wear Ltd.,Knit,5.0,150.0,100,20000.0,"T-Shirts ,Polo Shirts","H-79, Block-D, International Airport Road, Dhaka, Banani",Dhaka,Banani,1991,"['T-Shirts', 'Polo Shirts']",240000.0,Large,34,1.5,2400.0,2,0,0,0,0,0,0
Ajax Sweater Ltd.,Sweater,5.0,600.0,200,0.0,Sweaters,"Zirabo, Dhaka, Savar",Dhaka,Savar,1999,['Sweaters'],0.0,,26,3.0,0.0,1,0,0,0,0,0,0
AJI Apparels Industry Ltd.,Knit,5.0,669.0,550,245000.0,"T-Shirts ,Polo Shirts ,Jackets ,Vests","226, Singair Road, Hemayetpur, Dhaka, Savar",Dhaka,Savar,1995,"['T-Shirts', 'Polo Shirts', 'Jackets', 'Vests']",2940000.0,Very Large,30,1.2163636363636363,5345.454545454545,4,0,0,0,0,0,0
Akbar Apparels Ltd.,Knit,5.0,465.0,155,679000.0,"T-Shirts ,Polo Shirts ,Tank Top","Kasorghar, Mymensingh, Valuka",Mymensingh,Valuka,2001,"['T-Shirts', 'Polo Shirts', 'Tank Top']",8148000.0,Very Large,24,3.0,52567.74193548387,3,0,0,0,0,0,0
AKH Apparels Ltd.,Woven,5.0,1000.0,350,240000.0,"Shirts ,Jackets ,Pants","128, Hemayetpur, Dhaka, Savar",Dhaka,Savar,2011,"['Shirts', 'Jackets', 'Pants']",2880000.0,Very Large,14,2.857142857142857,8228.57142857143,3,0,0,1,0,0,0
AKH Eco Apparels Ltd.,Woven,5.0,3677.0,2907,14400000.0,"Shirts ,Pants","495 Balitha, Shah-Belishwer, Dhaka, Dhamrai",Dhaka,Dhamrai,2014,"['Shirts', 'Pants']",172800000.0,Very Large,11,1.264877880976952,59442.724458204335,2,0,0,1,0,0,0
AKH Fashions Ltd.,Woven,5.0,580.0,185,120000.0,"Shirts ,Blouses ,Denim","133/134, Hamayetpur, Dhaka, Savar",Dhaka,Savar,2000,"['Shirts', 'Blouses', 'Denim']",1440000.0,Very Large,25,3.135135135135135,7783.783783783784,3,0,0,0,0,0,0
AKH Knitting & Dyeing Ltd.,Knit,5.0,0.0,0,0.0,Knit Items,"92, Phulbaria, Tetulzora, Dhaka, Savar",Dhaka,Savar,2004,['Knit Items'],0.0,,21,0.0,0.0,1,0,0,0,0,0,0
AKH Knitwear Ltd.,Knit,5.0,268.0,98,156000.0,"T-Shirts ,Polo Shirts ,Dresses","92, Raj Phulbaria, Dhaka, Savar",Dhaka,Savar,2006,"['T-Shirts', 'Polo Shirts', 'Dresses']",1872000.0,Very Large,19,2.7346938775510203,19102.04081632653,3,0,0,0,0,0,0
AKH Shirts Ltd.,Woven,5.0,0.0,0,0.0,"Shirts ,Blouses ,Jogging Suits ,Trousers","133-134, Hemayetpur, Dhaka, Savar",Dhaka,Savar,2007,"['Shirts', 'Blouses', 'Jogging Suits', 'Trousers']",0.0,,18,0.0,0.0,4,0,0,0,0,0,0
AKH Stitch Art Ltd.,Knit,5.0,789.0,204,900000.0,"Fleece Shirts ,Trousers ,Jackets ,Polo Shirts","Plot # 1, Road # 1, Berribandh, Dhaka, Mohammadpur",Dhaka,Mohammadpur,2006,"['Fleece Shirts', 'Trousers', 'Jackets', 'Polo Shirts']",10800000.0,Very Large,19,3.8676470588235294,52941.17647058824,4,0,0,0,0,0,0
Akhand Fashion (Pvt.) Ltd.,Woven,5.0,220.0,256,500000.0,"Ladies Dress ,Ladies Swimmer ,Denim ,T-Shirt","Section # 7, Avenue # 1, Plot # 4 & 5, Pallabi I/A, Dhaka, Dhaka",Dhaka,Dhaka,2016,"['Ladies Dress', 'Ladies Swimmer', 'Denim', 'T-Shirt']",6000000.0,Very Large,9,0.859375,23437.5,4,1,0,0,0,0,0
